"dados","palabra"
32545,"escasez"
32546,"escaso"
32551,"escatimar"
32552,"escena"
32553,"escenario"
32554,"escenografía"
32555,"esclarecer"
32556,"escoger"
32561,"escogido"
32562,"escolar"
32563,"escolaridad"
32564,"escollo"
32565,"escolta"
32566,"escoltar"
32611,"escombro"
32612,"esconder"
32613,"escondido"
32614,"escopeta"
32615,"escribano"
32616,"escribir"
32621,"escrito"
32622,"escritor"
32623,"escritorio"
32624,"escritura"
32625,"escrutinio"
32626,"escuadra"
32631,"escuchar"
32632,"escudar"
32633,"escudería"
32634,"escudo"
32635,"escuela"
32636,"escuetamente"
32641,"escultor"
32642,"escultura"
32643,"esencia"
32644,"esencial"
32645,"esencialmente"
32646,"esfera"
32651,"esforzar"
32652,"esfuerzo"
32653,"esgrimir"
32654,"esmeralda"
32655,"espacial"
32656,"espacio"
32661,"espada"
32662,"espalda"
32663,"espantar"
32664,"español"
32665,"esparcimiento"
32666,"especial"
33111,"especialidad"
33112,"especialista"
33113,"especialización"
33114,"especializado"
33115,"especializar"
33116,"especialmente"
33121,"especie"
33122,"especificación"
33123,"específicamente"
33124,"especificar"
33125,"específico"
33126,"espectacular"
33131,"espectáculo"
33132,"espectador"
33133,"espectro"
33134,"especulación"
33135,"especular"
33136,"espejo"
33141,"esperado"
33142,"esperanza"
33143,"esperar"
33144,"espesor"
33145,"espía"
33146,"espionaje"
33151,"espiral"
33152,"espíritu"
33153,"espiritual"
33154,"esplendor"
33155,"espontáneamente"
33156,"esposa"
33161,"esposo"
33162,"esquema"
33163,"esquí"
33164,"esquina"
33165,"esquivar"
33166,"estabilidad"
33211,"estabilización"
33212,"estabilizar"
33213,"estable"
33214,"establecer"
33215,"establecido"
33216,"establecimiento"
33221,"estación"
33222,"estacionamiento"
33223,"estacionar"
33224,"estada"
33225,"estadía"
33226,"estadio"
33231,"estadística"
33232,"estadísticamente"
33233,"estadístico"
33234,"estado"
33235,"estadounidense"
33236,"estafa"
33241,"estafar"
33242,"estallar"
33243,"estallido"
33244,"estamento"
33245,"estampar"
33246,"estampilla"
33251,"estancamiento"
33252,"estándar"
33253,"estandarizar"
33254,"estanque"
33255,"estar"
33256,"estatal"
33261,"estatua"
33262,"estatura"
33263,"estatus"
33264,"estatuto"
33265,"estebar"
33266,"estela"
33311,"estelar"
33312,"estero"
33313,"estética"
33314,"estilo"
33315,"estima"
33316,"estimación"
33321,"estimar"
33322,"estimular"
33323,"estímulo"
33324,"estipulación"
33325,"estipulado"
33326,"estipular"
33331,"estirar"
33332,"estómago"
33333,"estrada"
33334,"estrago"
33335,"estratega"
33336,"estrategia"
33341,"estratégico"
33342,"estrato"
33343,"estrechamente"
33344,"estrechar"
33345,"estrecho"
33346,"estrecho"
33351,"estrella"
33352,"estrellar"
33353,"estremecer"
33354,"estrena"
33355,"estrenar"
33356,"estreno"
33361,"estrés"
33362,"estrictamente"
33363,"estricto"
33364,"estructura"
33365,"estructural"
33366,"estructurar"
33411,"estudiado"
33412,"estudiante"
33413,"estudiantil"
33414,"estudiar"
33415,"estudio"
33416,"estupefaciente"
33421,"estupidez"
33422,"et"
33423,"etapa"
33424,"eternamente"
33425,"eterno"
33426,"ética"
33431,"éticamente"
33432,"ético"
33433,"etiqueta"
33434,"etnia"
33435,"eucaristía"
33436,"euforia"
33441,"euro"
33442,"europeo"
33443,"evacuación"
33444,"evacuar"
33445,"evadir"
33446,"evaluación"
33451,"evaluar"
33452,"evangélico"
33453,"evangelio"
33454,"evasión"
33455,"evento"
33456,"eventual"
33461,"eventualidad"
33462,"eventualmente"
33463,"evidencia"
33464,"evidenciar"
33465,"evidente"
33466,"evidentemente"
33511,"evitar"
33512,"evocar"
33513,"evolución"
33514,"evolucionar"
33515,"ex"
33516,"exacerbar"
33521,"exactamente"
33522,"exactitud"
33523,"exacto"
33524,"exagerar"
33525,"examen"
33526,"examinar"
33531,"excavación"
33532,"exceder"
33533,"excelencia"
33534,"excelente"
33535,"excepción"
33536,"excepcional"
33541,"excepcionalmente"
33542,"exceptuar"
33543,"excesivamente"
33544,"excesivo"
33545,"exceso"
33546,"exclamar"
33551,"excluir"
33552,"exclusión"
33553,"exclusiva"
33554,"exclusivamente"
33555,"exclusividad"
33556,"exclusivo"
33561,"excursión"
33562,"excusa"
33563,"excusar"
33564,"exención"
33565,"exento"
33566,"exhibición"
33611,"exhibir"
33612,"exhortar"
33613,"exhorto"
33614,"exigencia"
33615,"exigente"
33616,"exigido"
33621,"exigir"
33622,"exilio"
33623,"eximir"
33624,"existencia"
33625,"existente"
33626,"existir"
33631,"éxito"
33632,"exitosamente"
33633,"exitoso"
33634,"exonerar"
33635,"expandir"
33636,"expansión"
33641,"expectación"
33642,"expectativa"
33643,"expedición"
33644,"expediente"
33645,"expedir"
33646,"expedito"
33651,"expender"
33652,"expendio"
33653,"experiencia"
33654,"experimentación"
33655,"experimentado"
33656,"experimental"
33661,"experimentar"
33662,"experimento"
33663,"experto"
33664,"expirar"
33665,"explicación"
33666,"explicar"
34111,"explícitamente"
34112,"explicitar"
34113,"explícito"
34114,"exploración"
34115,"explorador"
34116,"explorar"
34121,"explosión"
34122,"explosivo"
34123,"explotación"
34124,"explotar"
34125,"exponer"
34126,"exportación"
34131,"exportador"
34132,"exportadora"
34133,"exportar"
34134,"exposición"
34135,"expositor"
34136,"expresado"
34141,"expresamente"
34142,"expresar"
34143,"expresión"
34144,"expreso"
34145,"expropiación"
34146,"expropiación"
34151,"expropiar"
34152,"expuesto"
34153,"expulsado"
34154,"expulsar"
34155,"expulsión"
34156,"extender"
34161,"extendido"
34162,"extensión"
34163,"extenso"
34164,"exterior"
34165,"externa"
34166,"externo"
34211,"extinción"
34212,"extinguir"
34213,"extra"
34214,"extracción"
34215,"extractador"
34216,"extracto"
34221,"extradición"
34222,"extradición"
34223,"extraditar"
34224,"extraer"
34225,"extranjero"
34226,"extranjero"
34231,"extrañamente"
34232,"extrañar"
34233,"extraño"
34234,"extraoficialmente"
34235,"extraordinariamente"
34236,"extraordinario"
34241,"extremadamente"
34242,"extremar"
34243,"extremidad"
34244,"extremo"
34245,"extremo"
34246,"fábrica"
34251,"fabricación"
34252,"fabricante"
34253,"fabricar"
34254,"faceta"
34255,"fachada"
34256,"fácil"
34261,"facilidad"
34262,"facilitar"
34263,"fácilmente"
34264,"factibilidad"
34265,"factible"
34266,"factor"
34311,"factura"
34312,"facturación"
34313,"facturar"
34314,"facultad"
34315,"facultar"
34316,"faena"
34321,"faja"
34322,"falda"
34323,"falencia"
34324,"falla"
34325,"fallar"
34326,"fallecer"
34331,"fallecimiento"
34332,"fallo"
34333,"falsedad"
34334,"falsificación"
34335,"falso"
34336,"falta"
34341,"faltar"
34342,"fama"
34343,"familia"
34344,"familiar"
34345,"familiar"
34346,"famoso"
34351,"fan"
34352,"fanático"
34353,"fantasía"
34354,"fantasma"
34355,"farmacéutico"
34356,"farmacia"
34361,"fármaco"
34362,"fascinar"
34363,"fase"
34364,"fatal"
34365,"fatiga"
34366,"fauna"
34411,"favor"
34412,"favorable"
34413,"favorablemente"
34414,"favorecer"
34415,"favorecido"
34416,"favoritismo"
34421,"favorito"
34422,"fax"
34423,"fe"
34424,"febrero"
34425,"fecha"
34426,"federación"
34431,"federal"
34432,"federal"
34433,"fehacientemente"
34434,"felicidad"
34435,"felicitación"
34436,"felicitar"
34441,"feliz"
34442,"felizmente"
34443,"femenino"
34444,"fenómeno"
34445,"feo"
34446,"feria"
34451,"feriado"
34452,"ferrocarril"
34453,"ferroviario"
34454,"festejar"
34455,"festejo"
34456,"festival"
34461,"festividad"
34462,"festivo"
34463,"fianza"
34464,"fibra"
34465,"ficción"
34466,"ficha"
34511,"fichaje"
34512,"fichar"
34513,"fidelidad"
34514,"fiebre"
34515,"fiel"
34516,"fiel"
34521,"fielmente"
34522,"fierro"
34523,"fiesta"
34524,"figura"
34525,"figuración"
34526,"figurar"
34531,"fijación"
34532,"fijado"
34533,"fijar"
34534,"fijo"
34535,"fila"
34536,"filete"
34541,"filiación"
34542,"filial"
34543,"filmación"
34544,"filmar"
34545,"filme"
34546,"filo"
34551,"filosofía"
34552,"filósofo"
34553,"filtración"
34554,"filtrar"
34555,"filtro"
34556,"fin"
34561,"final"
34562,"finalidad"
34563,"finalizado"
34564,"finalizar"
34565,"finalmente"
34566,"financiamiento"
34611,"financiar"
34612,"financieramente"
34613,"financiero"
34614,"financiero"
34615,"finanzas"
34616,"finiquitar"
34621,"finiquito"
34622,"fino"
34623,"firma"
34624,"firmado"
34625,"firmar"
34626,"firme"
34631,"firmemente"
34632,"firmeza"
34633,"fiscal"
34634,"fiscalía"
34635,"fiscalía"
34636,"fiscalización"
34641,"fiscalizador"
34642,"fiscalizar"
34643,"fisco"
34644,"físicamente"
34645,"físico"
34646,"físico"
34651,"flagelo"
34652,"flauta"
34653,"flecha"
34654,"flete"
34655,"flexibilidad"
34656,"flexibilización"
34661,"flexibilizar"
34662,"flexible"
34663,"flor"
34664,"flora"
34665,"florecer"
34666,"florido"
35111,"flotar"
35112,"fluctuación"
35113,"fluctuar"
35114,"fluir"
35115,"flujo"
35116,"focalizar"
35121,"foco"
35122,"foja"
35123,"folclor"
35124,"folclórico"
35125,"folleto"
35126,"fomentar"
35131,"fomento"
35132,"fonda"
35133,"fondo"
35134,"fono"
35135,"forestación"
35136,"forestal"
35141,"forjar"
35142,"forma"
35143,"formación"
35144,"formado"
35145,"formal"
35146,"formalidad"
35151,"formalizar"
35152,"formalmente"
35153,"formar"
35154,"formato"
35155,"fórmula"
35156,"formulación"
35161,"formular"
35162,"formulario"
35163,"foro"
35164,"fortalecer"
35165,"fortalecimiento"
35166,"fortaleza"
35211,"fortín"
35212,"fortuna"
35213,"forzado"
35214,"forzar"
35215,"fosa"
35216,"foto"
35221,"fotocopia"
35222,"fotografía"
35223,"fotografiar"
35224,"fotográfico"
35225,"fotógrafo"
35226,"fracasar"
35231,"fracaso"
35232,"fracción"
35233,"fractura"
35234,"fragata"
35235,"fragmento"
35236,"francamente"
35241,"francés"
35242,"francés"
35243,"franco"
35244,"franja"
35245,"franquicia"
35246,"frase"
35251,"fraude"
35252,"frecuencia"
35253,"frecuentar"
35254,"frecuente"
35255,"frecuentemente"
35256,"frenar"
35261,"freno"
35262,"frente"
35263,"frente"
35264,"fresco"
35265,"frío"
35266,"frío"
35311,"frontera"
35312,"fronterizo"
35313,"frontis"
35314,"frustración"
35315,"frustrado"
35316,"frustrar"
35321,"fruta"
35322,"fruto"
35323,"fuego"
35324,"fuente"
35325,"fuero"
35326,"fuerte"
35331,"fuertemente"
35332,"fuerza"
35333,"fuga"
35334,"fugarse"
35335,"fumar"
35336,"función"
35341,"funcional"
35342,"funcionalidad"
35343,"funcionamiento"
35344,"funcionar"
35345,"funcionario"
35346,"funda"
35351,"fundación"
35352,"fundado"
35353,"fundador"
35354,"fundamental"
35355,"fundamentalmente"
35356,"fundamentar"
35361,"fundamento"
35362,"fundar"
35363,"fundición"
35364,"fundir"
35365,"funeral"
35366,"furgón"
35411,"furia"
35412,"fusil"
35413,"fusilar"
35414,"fusión"
35415,"fusionar"
35416,"fútbol"
35421,"futbolista"
35422,"futbolístico"
35423,"futuro"
35424,"futuro"
35425,"gabinete"
35426,"gaceta"
35431,"gala"
35432,"galán"
35433,"galardón"
35434,"galaxia"
35435,"galería"
35436,"gallego"
35441,"galleta"
35442,"gallina"
35443,"gallo"
35444,"galpón"
35445,"gama"
35446,"gana"
35451,"ganadero"
35452,"ganado"
35453,"ganador"
35454,"ganador"
35455,"ganancia"
35456,"ganar"
35461,"gancho"
35462,"garantía"
35463,"garantizado"
35464,"garantizar"
35465,"garcía"
35466,"garganta"
35511,"garra"
35512,"garrido"
35513,"gas"
35514,"gasoducto"
35515,"gasolina"
35516,"gasta"
35521,"gastar"
35522,"gasto"
35523,"gastronomía"
35524,"gato"
35525,"gaviota"
35526,"gemelo"
35531,"gemelo"
35532,"gen"
35533,"gendarme"
35534,"generación"
35535,"generado"
35536,"generador"
35541,"general"
35542,"generalizado"
35543,"generalizar"
35544,"generalmente"
35545,"generar"
35546,"género"
35551,"generosidad"
35552,"generoso"
35553,"génesis"
35554,"genéticamente"
35555,"genético"
35556,"genio"
35561,"genocidio"
35562,"genoma"
35563,"gente"
35564,"geografía"
35565,"geográfico"
35566,"geología"
35611,"gerencia"
35612,"gerente"
35613,"germán"
35614,"gestación"
35615,"gestar"
35616,"gestión"
35621,"gestionar"
35622,"gesto"
35623,"gestor"
35624,"gigante"
35625,"gigante"
35626,"gigantesco"
35631,"gil"
35632,"gimnasia"
35633,"gimnasio"
35634,"gira"
35635,"girar"
35636,"giro"
35641,"gladiador"
35642,"glamour"
35643,"global"
35644,"globalización"
35645,"globalizar"
35646,"globo"
35651,"gloria"
35652,"glosa"
35653,"gobernabilidad"
35654,"gobernación"
35655,"gobernador"
35656,"gobernadora"
35661,"gobernante"
35662,"gobernante"
35663,"gobernar"
35664,"gobierno"
35665,"goce"
35666,"gol"
36111,"goleada"
36112,"goleador"
36113,"golear"
36114,"golf"
36115,"golfo"
36116,"golpe"
36121,"golpear"
36122,"goma"
36123,"gordo"
36124,"gota"
36125,"gozar"
36126,"grabación"
36131,"grabado"
36132,"grabar"
36133,"gracia"
36134,"grado"
36135,"gradualmente"
36136,"graduar"
36141,"graficar"
36142,"gráfico"
36143,"gramo"
36144,"gran"
36145,"grande"
36146,"grandeza"
36151,"granja"
36152,"grano"
36153,"grasa"
36154,"grata"
36155,"gratificación"
36156,"gratis"
36161,"gratitud"
36162,"gratuitamente"
36163,"gratuito"
36164,"gravamen"
36165,"gravar"
36166,"grave"
36211,"gravedad"
36212,"gravemente"
36213,"gremial"
36214,"gremio"
36215,"gringo"
36216,"gris"
36221,"gritar"
36222,"grito"
36223,"grúa"
36224,"grueso"
36225,"grupo"
36226,"Guadalajara"
36231,"guante"
36232,"guarda"
36233,"guardar"
36234,"guardia"
36235,"guardián"
36236,"guarnición"
36241,"gubernamental"
36242,"guerra"
36243,"guerrero"
36244,"guerrilla"
36245,"guerrillero"
36246,"guía"
36251,"guiar"
36252,"guionista"
36253,"guitarra"
36254,"gusano"
36255,"gustar"
36256,"gusto"
36261,"guzmán"
36262,"Guzmán"
36263,"haber"
36264,"hábil"
36265,"habilidad"
36266,"habilitación"
36311,"habilitado"
36312,"habilitar"
36313,"habitación"
36314,"habitacional"
36315,"habitante"
36316,"habitar"
36321,"hábitat"
36322,"hábito"
36323,"habitual"
36324,"habitualmente"
36325,"hablar"
36326,"hacer"
36331,"hacienda"
36332,"halcón"
36333,"hallar"
36334,"hallazgo"
36335,"hambre"
36336,"harina"
36341,"harto"
36342,"haz"
36343,"hazaña"
36344,"hecho"
36345,"hectárea"
36346,"helado"
36351,"helicóptero"
36352,"hembra"
36353,"hemisferio"
36354,"hepatitis"
36355,"heredar"
36356,"heredero"
36361,"herencia"
36362,"herida"
36363,"herido"
36364,"herir"
36365,"hermana"
36366,"hermandarse"
36411,"hermano"
36412,"hermoso"
36413,"héroe"
36414,"heroína"
36415,"herramienta"
36416,"herrera"
36421,"hidrocarburo"
36422,"hielo"
36423,"hierba"
36424,"hierro"
36425,"hígado"
36426,"higiene"
36431,"higuera"
36432,"hija"
36433,"hijo"
36434,"hilo"
36435,"himno"
36436,"hincapié"
36441,"hincha"
36442,"hinchada"
36443,"hipertensión"
36444,"hípica"
36445,"hípico"
36446,"hipódromo"
36451,"hipoteca"
36452,"hipotecar"
36453,"hipotecario"
36454,"hipótesis"
36455,"hispano"
36456,"historia"
36461,"historiador"
36462,"históricamente"
36463,"histórico"
36464,"hito"
36465,"hockey"
36466,"hogar"
36511,"hoja"
36512,"holanda"
36513,"holandés"
36514,"hombre"
36515,"hombro"
36516,"homenaje"
36521,"homenajear"
36522,"homicida"
36523,"homicidio"
36524,"homosexual"
36525,"hondo"
36526,"honestamente"
36531,"honestidad"
36532,"honesto"
36533,"hongo"
36534,"honor"
36535,"honorable"
36536,"honorario"
36541,"honra"
36542,"honrar"
36543,"hora"
36544,"horario"
36545,"horizonte"
36546,"hormona"
36551,"horno"
36552,"horóscopo"
36553,"horror"
36554,"hortaliza"
36555,"hospedar"
36556,"hospicio"
36561,"hospital"
36562,"hospitalario"
36563,"hospitalización"
36564,"hospitalizado"
36565,"hotel"
36566,"hoy"
36611,"hoyo"
36612,"huaso"
36613,"huelga"
36614,"huella"
36615,"huérfano"
36616,"huerta"
36621,"huerto"
36622,"hueso"
36623,"huésped"
36624,"huevada"
36625,"huevo"
36626,"huida"
36631,"huir"
36632,"humanidad"
36633,"humanitario"
36634,"humano"
36635,"humar"
36636,"humedad"
36641,"humildad"
36642,"humilde"
36643,"humillar"
36644,"humo"
36645,"humor"
36646,"hundir"
36651,"huracán"
36652,"hurtar"
36653,"hurto"
36654,"icario"
36655,"ida"
36656,"idea"
36661,"ideal"
36662,"ideal"
36663,"idealmente"
36664,"idear"
36665,"identidad"
36666,"identificación"
41111,"identificado"
41112,"identificar"
41113,"ideología"
41114,"ideológico"
41115,"idioma"
41116,"ídolo"
41121,"iglesia"
41122,"ignorancia"
41123,"ignorar"
41124,"igual"
41125,"igualar"
41126,"igualdad"
41131,"igualmente"
41132,"ilegal"
41133,"ilegalidad"
41134,"ilegalmente"
41135,"ilícito"
41136,"iluminación"
41141,"iluminar"
41142,"ilusión"
41143,"ilusionar"
41144,"ilustración"
41145,"ilustrar"
41146,"ilustre"
41151,"imagen"
41152,"imaginación"
41153,"imaginar"
41154,"imitar"
41155,"impactar"
41156,"impacto"
41161,"impartir"
41162,"impecable"
41163,"impedido"
41164,"impedimento"
41165,"impedir"
41166,"imperar"
41211,"imperativo"
41212,"imperio"
41213,"impetrar"
41214,"implantación"
41215,"implantar"
41216,"implementación"
41221,"implementar"
41222,"implemento"
41223,"implicancia"
41224,"implicar"
41225,"imponente"
41226,"imponer"
41231,"imponible"
41232,"importación"
41233,"importado"
41234,"importador"
41235,"importancia"
41236,"importante"
41241,"importar"
41242,"imposibilidad"
41243,"imposible"
41244,"imposición"
41245,"impotencia"
41246,"impregnar"
41251,"imprenta"
41252,"imprescindible"
41253,"impresión"
41254,"impresionante"
41255,"impresionar"
41256,"impreso"
41261,"impresora"
41262,"imprimar"
41263,"imprimir"
41264,"improcedencia"
41265,"improvisar"
41266,"impuesto"
41311,"impuesto"
41312,"impugnar"
41313,"impulsado"
41314,"impulsar"
41315,"impulso"
41316,"impulsor"
41321,"impunidad"
41322,"imputación"
41323,"imputado"
41324,"imputar"
41325,"inauguración"
41326,"inaugural"
41331,"inaugurar"
41332,"incapacidad"
41333,"incapaz"
41334,"incautarse"
41335,"incendiar"
41336,"incendio"
41341,"incentivar"
41342,"incentivo"
41343,"incentivo"
41344,"incertidumbre"
41345,"incidencia"
41346,"incidente"
41351,"incidir"
41352,"inciso"
41353,"incitar"
41354,"inclinación"
41355,"inclinar"
41356,"incluido"
41361,"incluir"
41362,"inclusión"
41363,"inclusive"
41364,"incluso"
41365,"incomodar"
41366,"incompatibilidad"
41411,"incompetencia"
41412,"inconsciente"
41413,"inconstitucionalidad"
41414,"inconveniente"
41415,"incorporación"
41416,"incorporar"
41421,"increíble"
41422,"increíblemente"
41423,"incrementar"
41424,"incremento"
41425,"incrustar"
41426,"inculcar"
41431,"inculpado"
41432,"inculpar"
41433,"incumplimiento"
41434,"incurrir"
41435,"incursión"
41436,"incursionar"
41441,"indagación"
41442,"indagar"
41443,"indebidamente"
41444,"indebido"
41445,"indefinidamente"
41446,"indemnización"
41451,"indemnizar"
41452,"independencia"
41453,"independiente"
41454,"independientemente"
41455,"independizar"
41456,"indicación"
41461,"indicado"
41462,"indicador"
41463,"indicar"
41464,"índice"
41465,"índice"
41466,"indicio"
41511,"indiferencia"
41512,"indígena"
41513,"indígena"
41514,"indignación"
41515,"indignar"
41516,"indio"
41521,"indio"
41522,"indirectamente"
41523,"indirecto"
41524,"indiscutiblemente"
41525,"indispensable"
41526,"indistintamente"
41531,"individual"
41532,"individualidad"
41533,"individualizar"
41534,"individualmente"
41535,"individuo"
41536,"indizar"
41541,"índole"
41542,"inducir"
41543,"indudablemente"
41544,"indulto"
41545,"industria"
41546,"industrial"
41551,"inédito"
41552,"ineficiencia"
41553,"inequidad"
41554,"inesperado"
41555,"inestabilidad"
41556,"inevitable"
41561,"inevitablemente"
41562,"inexistencia"
41563,"infancia"
41564,"infante"
41565,"infantería"
41566,"infantil"
41611,"infarto"
41612,"infección"
41613,"inferior"
41614,"inferir"
41615,"infidelidad"
41616,"infierno"
41621,"infinitamente"
41622,"infinito"
41623,"inflación"
41624,"inflar"
41625,"influencia"
41626,"influenciar"
41631,"influenza"
41632,"influir"
41633,"infografía"
41634,"información"
41635,"informal"
41636,"informante"
41641,"informar"
41642,"informática"
41643,"informático"
41644,"informativo"
41645,"informe"
41646,"infracción"
41651,"infractor"
41652,"infraestructura"
41653,"infringir"
41654,"ingeniar"
41655,"ingeniería"
41656,"ingeniero"
41661,"ingenio"
41662,"ingerir"
41663,"ingesta"
41664,"ingle"
41665,"inglés"
41666,"inglés"
42111,"ingrediente"
42112,"ingresar"
42113,"ingreso"
42114,"inhabilidad"
42115,"inhabilitar"
42116,"inhibir"
42121,"iniciación"
42122,"iniciado"
42123,"inicial"
42124,"inicial"
42125,"inicialmente"
42126,"iniciar"
42131,"iniciativa"
42132,"iniciativo"
42133,"inicio"
42134,"injuria"
42135,"injustamente"
42136,"injusticia"
42141,"injusto"
42142,"inmediaciones"
42143,"inmediatamente"
42144,"inmediato"
42145,"inmenso"
42146,"inmigración"
42151,"inmigrante"
42152,"inminente"
42153,"inmobiliario"
42154,"inmueble"
42155,"inmunidad"
42156,"innecesario"
42161,"innovación"
42162,"innovador"
42163,"innovadora"
42164,"innovar"
42165,"innumerable"
42166,"inocencia"
42211,"inocente"
42212,"inquietar"
42213,"inquietud"
42214,"inscribir"
42215,"inscripción"
42216,"inscrito"
42221,"insecto"
42222,"inseguridad"
42223,"inserción"
42224,"insertar"
42225,"inserto"
42226,"insinuar"
42231,"insistencia"
42232,"insistentemente"
42233,"insistir"
42234,"inspección"
42235,"inspeccionar"
42236,"inspector"
42241,"inspiración"
42242,"inspirado"
42243,"inspirar"
42244,"instalación"
42245,"instalado"
42246,"instalar"
42251,"instancia"
42252,"instantáneamente"
42253,"instante"
42254,"instar"
42255,"instaurar"
42256,"instinto"
42261,"institución"
42262,"institucional"
42263,"institucionalidad"
42264,"institucionalizar"
42265,"instituir"
42266,"instituto"
42311,"instrucción"
42312,"instructor"
42313,"instruir"
42314,"instrumental"
42315,"instrumento"
42316,"insuficiencia"
42321,"insuficiente"
42322,"insultar"
42323,"insulto"
42324,"insumo"
42325,"integración"
42326,"integrado"
42331,"integral"
42332,"integralmente"
42333,"íntegramente"
42334,"integrante"
42335,"integrar"
42336,"integridad"
42341,"intelectual"
42342,"inteligencia"
42343,"inteligente"
42344,"intención"
42345,"intendencia"
42346,"intendente"
42351,"intensamente"
42352,"intensidad"
42353,"intensificar"
42354,"intensivo"
42355,"intenso"
42356,"intentar"
42361,"intento"
42362,"interacción"
42363,"interactivo"
42364,"interactuar"
42365,"interamericano"
42366,"intercalar"
42411,"intercambiar"
42412,"intercambio"
42413,"interceder"
42414,"interceptar"
42415,"interconectar"
42416,"interconexión"
42421,"interés"
42422,"interesado"
42423,"interesante"
42424,"interesar"
42425,"interferir"
42426,"interino"
42431,"interior"
42432,"interiorizar"
42433,"interlocutor"
42434,"intermediación"
42435,"intermedio"
42436,"internación"
42441,"internacional"
42442,"internacionalmente"
42443,"internado"
42444,"internalizar"
42445,"internamente"
42446,"internar"
42451,"internet"
42452,"interno"
42453,"interponer"
42454,"interpretación"
42455,"interpretar"
42456,"intérprete"
42461,"interpuesto"
42462,"interrogante"
42463,"interrogar"
42464,"interrogatorio"
42465,"interrumpir"
42466,"interrupción"
42511,"intersección"
42512,"intervalo"
42513,"intervención"
42514,"intervenir"
42515,"interventor"
42516,"íntimamente"
42521,"intimidación"
42522,"intimidad"
42523,"intimidar"
42524,"íntimo"
42525,"intolerancia"
42526,"intoxicación"
42531,"intoxicar"
42532,"introducción"
42533,"introducir"
42534,"intuir"
42535,"inundación"
42536,"inundar"
42541,"invadir"
42542,"invalidar"
42543,"invalidez"
42544,"invasión"
42545,"invención"
42546,"inventar"
42551,"inventario"
42552,"invento"
42553,"invernadero"
42554,"inversión"
42555,"inversionista"
42556,"inversor"
42561,"invertido"
42562,"invertir"
42563,"investigación"
42564,"investigador"
42565,"investigador"
42566,"investigar"
42611,"investir"
42612,"invicto"
42613,"invierno"
42614,"invitación"
42615,"invitada"
42616,"invitado"
42621,"invitar"
42622,"invocar"
42623,"involucrado"
42624,"involucrar"
42625,"inyección"
42626,"inyectar"
42631,"ir"
42632,"ira"
42633,"iris"
42634,"ironía"
42635,"irónicamente"
42636,"irregular"
42641,"irregularidad"
42642,"irremediablemente"
42643,"irresponsabilidad"
42644,"irrumpir"
42645,"isla"
42646,"islam"
42651,"islámico"
42652,"ISP"
42653,"israelí"
42654,"italiano"
42655,"italiano"
42656,"ítem"
42661,"izar"
42662,"izquierdo"
42663,"jaguar"
42664,"jamás"
42665,"japonés"
42666,"japonés"
43111,"jaque"
43112,"jardín"
43113,"jaula"
43114,"jazz"
43115,"jefa"
43116,"jefatura"
43121,"jefe"
43122,"jerarquía"
43123,"jerez"
43124,"jinete"
43125,"Jordania"
43126,"Jorge"
43131,"jornada"
43132,"José"
43133,"joven"
43134,"joven"
43135,"joya"
43136,"jubilación"
43141,"jubilado"
43142,"jubilar"
43143,"judicial"
43144,"judicialmente"
43145,"judío"
43146,"juego"
43151,"jueves"
43152,"juez"
43153,"jueza"
43154,"jugada"
43155,"jugador"
43156,"jugar"
43161,"jugo"
43162,"juguete"
43163,"juicio"
43164,"julio"
43165,"junio"
43166,"junior"
43211,"junta"
43212,"juntar"
43213,"junto"
43214,"jurado"
43215,"juramento"
43216,"jurar"
43221,"jurel"
43222,"jurídica"
43223,"jurídicamente"
43224,"jurídico"
43225,"jurisdicción"
43226,"jurisprudencia"
43231,"justamente"
43232,"justicia"
43233,"justificación"
43234,"justificado"
43235,"justificar"
43236,"justo"
43241,"juvenil"
43242,"juventud"
43243,"juzgado"
43244,"juzgar"
43245,"kilo"
43246,"kilobyte"
43251,"kilogramo"
43252,"kilómetro"
43253,"km"
43254,"koala"
43255,"labio"
43256,"labor"
43261,"laboral"
43262,"laborar"
43263,"laboratorio"
43264,"lado"
43265,"ladrillo"
43266,"ladrón"
43311,"lady"
43312,"lago"
43313,"lágrima"
43314,"laguna"
43315,"lamentable"
43316,"lamentablemente"
43321,"lamentar"
43322,"lamento"
43323,"lámina"
43324,"lana"
43325,"lancha"
43326,"lanzado"
43331,"lanzamiento"
43332,"lanzar"
43333,"lápiz"
43334,"lapso"
43335,"largamente"
43336,"largar"
43341,"largo"
43342,"largometraje"
43343,"larva"
43344,"láser"
43345,"lástima"
43346,"lastimar"
43351,"lata"
43352,"lateral"
43353,"latín"
43354,"latina"
43355,"latino"
43356,"latinoamericano"
43361,"latitud"
43362,"laurel"
43363,"lavado"
43364,"lavandero"
43365,"lavar"
43366,"lazo"
43411,"leal"
43412,"lealtad"
43413,"leasing"
43414,"lección"
43415,"leche"
43416,"lecho"
43421,"lector"
43422,"lectura"
43423,"leer"
43424,"legado"
43425,"legal"
43426,"legalidad"
43431,"legalizar"
43432,"legalmente"
43433,"legar"
43434,"legislación"
43435,"legislador"
43436,"legislar"
43441,"legislativa"
43442,"legislativo"
43443,"legislatura"
43444,"legítimamente"
43445,"legitimar"
43446,"legitimidad"
43451,"legítimo"
43452,"legua"
43453,"lejano"
43454,"lejos"
43455,"lema"
43456,"lengua"
43461,"lenguaje"
